sehir,acik_adres,ilce,mahalle,nufus_yogunlugu,nufus,yuzolcumu,maliyet
İSTANBUL,AYAZAĞA MAH. CENDERE CAD. NO: 109/C BAGIMSIZ BOLUM: 1-Z068 SARIYER / ISTANBUL,SARIYER,AYAZAGA,2264.0,35317,15.6,819000
İSTANBUL,AKŞEMSETTIN MAHALLESI ADNAN MENDERES VATAN BULVARI NO 46- 50 B FATIH ISTANBUL,FATIH,AKSEMSETTIN,56537.0,24856,0.44,348000
İSTANBUL,BARBAROS MAH. IHLAMUR BULVARI NO:3/241 ATAŞEHIR / İSTANBUL,ATASEHIR,BARBAROS,11065.0,32487,2.9,486000
İSTANBUL,KARADENİZ MAHALLESİ ESKİ EDİRNE ASFALTI CAD. VENEZİA MEGA REZİDENCE SIT. F BLOK APT. NO: 408 F/B1133 GAZİOSMANPAŞA/İSTANBUL,GAZIOSMANPASA,KARADENIZ,53003.0,73225,1.4,387000
İSTANBUL,YENIŞEHIR M. DEDEPAŞA CAD. NO:2 VIAPORT AVM B BLOK:107 KURTKÖY/PENDIK/İSTANBUL,PENDIK,YENISEHIR,8697.0,57841,6.7,294000
İSTANBUL,"YEŞILPINAR MAH. GIRNE CAD. VIALAND AVM ZEMIN KAT NO: 2ZK83, EYÜP / İSTANBUL,34065",EYUPSULTAN,YESILPINAR,30091.0,38497,1.3,471000
İSTANBUL,"CAMI MH., ŞEHITLER CD. NO:20, BAGIMSIZ BOLUM NO: ZK173 34940 TUZLA/İSTANBUL",TUZLA,CAMI,4123.0,5260,1.3,294000
İSTANBUL,BARBAROS MAH. KIZIL BEGONYA SOKAK NO:10/1 A BLOK BAĞIMSIZ BÖLÜM A-05 BATI ATAŞEHIR İSTANBUL,ATASEHIR,BARBAROS,11065.0,32487,2.9,486000
İSTANBUL,"VEGA ALISVERIS MERKEZI SILIVRI, YENI MAH., GENERAL ALI IHSAN TURKKAN CADDESI, NO:7 SILIVRI / ISTANBUL",SILIVRI,YENI,1368.0,32829,24.0,186000
İSTANBUL,"MARMARA MAHALLESI, AVRASYA CADDESI, NO:17C/64, 17D/65 BEYLIKDUZU / ISTANBUL",BEYLIKDUZU,MARMARA,4790.0,26537,5.5,291000
İSTANBUL,"KAVAKLI MAHALLESI, YESILYURT CADDESI, NO: 17 / 85-86 BEYLIKDUZU / ISTANBUL",BEYLIKDUZU,KAVAKLI,5232.0,27566,5.3,291000
İSTANBUL,"KAZLIÇEŞME MAH. KENNEDY CADDESI, NO:54 C BLOK CJ ZEYTINBURNU/İSTANBUL",ZEYTINBURNU,KAZLICESME,973.0,2078,2.1,360000
İSTANBUL,KUCUKSU CAD. NO:60 MAGAZA NO: 1B-3 ORYA PARK ÜMRANIYE/ISTANBUL,UMRANIYE,INKILAP,14444.0,29569,2.0,372000
İSTANBUL,YEŞILKÖY MAH. İSTASYON CAD. HEMERA İŞ MERKEZI NO: 46 BAĞIMSIZ BÖLÜM NO: 2 BAKIRKOY,BAKIRKOY,YESILKOY,1794.0,23785,13.3,525000
İSTANBUL,"LEVENT MAHALLESI, ÇAMLIK SOK. YAPI KREDI PLAZA D BLOK, 34330 BEŞIKTAŞ/İSTANBUL",BESIKTAS,LEVENT,2956.0,3145,1.1,777000
İSTANBUL,ORTAKÖY MAH. BARBAROS BULVARI KAVŞAĞI ZORLU CENTER AV B2022-A & I-AV32181 BEŞIKTAŞ/İSTANBUL,BESIKTAS,ORTAKOY,9867.0,9556,0.97,777000
